"Time","stock_id","Value","Var","Units","Pattern_check"
2008,"spiny_dogfish_both",1.7532,"maximum intensity","degrees C","Spiny dogfish both"
2008,"spiny_dogfish_both",1.9245,"maximum intensity","degrees C","Spiny dogfish both"
2008,"spiny_dogfish_both",1.9114,"maximum intensity","degrees C","Spiny dogfish both"
2009,"spiny_dogfish_both",2.6703,"maximum intensity","degrees C","Spiny dogfish both"
2009,"spiny_dogfish_both",2.0362,"maximum intensity","degrees C","Spiny dogfish both"
2010,"spiny_dogfish_both",1.2821,"maximum intensity","degrees C","Spiny dogfish both"
2010,"spiny_dogfish_both",1.3575,"maximum intensity","degrees C","Spiny dogfish both"
2010,"spiny_dogfish_both",2.01,"maximum intensity","degrees C","Spiny dogfish both"
2010,"spiny_dogfish_both",2.4119,"maximum intensity","degrees C","Spiny dogfish both"
2010,"spiny_dogfish_both",3.61,"maximum intensity","degrees C","Spiny dogfish both"
2010,"spiny_dogfish_both",1.9409,"maximum intensity","degrees C","Spiny dogfish both"
2010,"spiny_dogfish_both",2.6017,"maximum intensity","degrees C","Spiny dogfish both"
2010,"spiny_dogfish_both",1.5844,"maximum intensity","degrees C","Spiny dogfish both"
2011,"spiny_dogfish_both",3.1828,"maximum intensity","degrees C","Spiny dogfish both"
2011,"spiny_dogfish_both",1.7736,"maximum intensity","degrees C","Spiny dogfish both"
2011,"spiny_dogfish_both",1.823,"maximum intensity","degrees C","Spiny dogfish both"
2011,"spiny_dogfish_both",2.7338,"maximum intensity","degrees C","Spiny dogfish both"
2011,"spiny_dogfish_both",1.5816,"maximum intensity","degrees C","Spiny dogfish both"
2011,"spiny_dogfish_both",3.9333,"maximum intensity","degrees C","Spiny dogfish both"
2012,"spiny_dogfish_both",1.6669,"maximum intensity","degrees C","Spiny dogfish both"
2012,"spiny_dogfish_both",3.1772,"maximum intensity","degrees C","Spiny dogfish both"
2012,"spiny_dogfish_both",1.6528,"maximum intensity","degrees C","Spiny dogfish both"
2012,"spiny_dogfish_both",2.0276,"maximum intensity","degrees C","Spiny dogfish both"
2013,"spiny_dogfish_both",2.0722,"maximum intensity","degrees C","Spiny dogfish both"
2013,"spiny_dogfish_both",1.3615,"maximum intensity","degrees C","Spiny dogfish both"
2013,"spiny_dogfish_both",1.6753,"maximum intensity","degrees C","Spiny dogfish both"
2013,"spiny_dogfish_both",1.8638,"maximum intensity","degrees C","Spiny dogfish both"
2013,"spiny_dogfish_both",1.5771,"maximum intensity","degrees C","Spiny dogfish both"
2013,"spiny_dogfish_both",2.9617,"maximum intensity","degrees C","Spiny dogfish both"
2013,"spiny_dogfish_both",1.9716,"maximum intensity","degrees C","Spiny dogfish both"
2013,"spiny_dogfish_both",1.845,"maximum intensity","degrees C","Spiny dogfish both"
2013,"spiny_dogfish_both",1.4762,"maximum intensity","degrees C","Spiny dogfish both"
2014,"spiny_dogfish_both",2.3009,"maximum intensity","degrees C","Spiny dogfish both"
2014,"spiny_dogfish_both",2.6515,"maximum intensity","degrees C","Spiny dogfish both"
2015,"spiny_dogfish_both",1.8416,"maximum intensity","degrees C","Spiny dogfish both"
2015,"spiny_dogfish_both",1.8782,"maximum intensity","degrees C","Spiny dogfish both"
2015,"spiny_dogfish_both",2.4744,"maximum intensity","degrees C","Spiny dogfish both"
2015,"spiny_dogfish_both",2.0724,"maximum intensity","degrees C","Spiny dogfish both"
2015,"spiny_dogfish_both",3.2584,"maximum intensity","degrees C","Spiny dogfish both"
2015,"spiny_dogfish_both",1.507,"maximum intensity","degrees C","Spiny dogfish both"
2015,"spiny_dogfish_both",1.9872,"maximum intensity","degrees C","Spiny dogfish both"
2015,"spiny_dogfish_both",2.9909,"maximum intensity","degrees C","Spiny dogfish both"
2016,"spiny_dogfish_both",1.8107,"maximum intensity","degrees C","Spiny dogfish both"
2016,"spiny_dogfish_both",1.1295,"maximum intensity","degrees C","Spiny dogfish both"
2016,"spiny_dogfish_both",1.9616,"maximum intensity","degrees C","Spiny dogfish both"
2016,"spiny_dogfish_both",2.0184,"maximum intensity","degrees C","Spiny dogfish both"
2016,"spiny_dogfish_both",1.9114,"maximum intensity","degrees C","Spiny dogfish both"
2016,"spiny_dogfish_both",3.4536,"maximum intensity","degrees C","Spiny dogfish both"
2016,"spiny_dogfish_both",1.6706,"maximum intensity","degrees C","Spiny dogfish both"
2017,"spiny_dogfish_both",2.2768,"maximum intensity","degrees C","Spiny dogfish both"
2017,"spiny_dogfish_both",2.3516,"maximum intensity","degrees C","Spiny dogfish both"
2017,"spiny_dogfish_both",2.6018,"maximum intensity","degrees C","Spiny dogfish both"
2018,"spiny_dogfish_both",1.7231,"maximum intensity","degrees C","Spiny dogfish both"
2018,"spiny_dogfish_both",2.3214,"maximum intensity","degrees C","Spiny dogfish both"
2018,"spiny_dogfish_both",3.5752,"maximum intensity","degrees C","Spiny dogfish both"
2018,"spiny_dogfish_both",3.1669,"maximum intensity","degrees C","Spiny dogfish both"
2019,"spiny_dogfish_both",1.8268,"maximum intensity","degrees C","Spiny dogfish both"
2019,"spiny_dogfish_both",2.5328,"maximum intensity","degrees C","Spiny dogfish both"
2019,"spiny_dogfish_both",1.4997,"maximum intensity","degrees C","Spiny dogfish both"
2019,"spiny_dogfish_both",2.5749,"maximum intensity","degrees C","Spiny dogfish both"
2019,"spiny_dogfish_both",2.093,"maximum intensity","degrees C","Spiny dogfish both"
2019,"spiny_dogfish_both",1.8638,"maximum intensity","degrees C","Spiny dogfish both"
2020,"spiny_dogfish_both",1.939,"maximum intensity","degrees C","Spiny dogfish both"
2020,"spiny_dogfish_both",1.6371,"maximum intensity","degrees C","Spiny dogfish both"
2020,"spiny_dogfish_both",3.3463,"maximum intensity","degrees C","Spiny dogfish both"
2020,"spiny_dogfish_both",2.5364,"maximum intensity","degrees C","Spiny dogfish both"
2020,"spiny_dogfish_both",1.7591,"maximum intensity","degrees C","Spiny dogfish both"
2020,"spiny_dogfish_both",2.5183,"maximum intensity","degrees C","Spiny dogfish both"
