"Time","stock_id","Value","Var","Units","Pattern_check"
2018,"atlantic_cod_gb_both",1.4252,"maximum intensity","degrees C","Atlantic cod gb both"
2018,"atlantic_cod_gb_both",2.0685,"maximum intensity","degrees C","Atlantic cod gb both"
2018,"atlantic_cod_gb_both",1.8664,"maximum intensity","degrees C","Atlantic cod gb both"
2018,"atlantic_cod_gb_both",2.5867,"maximum intensity","degrees C","Atlantic cod gb both"
2018,"atlantic_cod_gb_both",2.4361,"maximum intensity","degrees C","Atlantic cod gb both"
2018,"atlantic_cod_gb_both",2.8368,"maximum intensity","degrees C","Atlantic cod gb both"
2018,"atlantic_cod_gb_both",2.6315,"maximum intensity","degrees C","Atlantic cod gb both"
2018,"atlantic_cod_gb_both",2.2908,"maximum intensity","degrees C","Atlantic cod gb both"
2019,"atlantic_cod_gb_both",2.4762,"maximum intensity","degrees C","Atlantic cod gb both"
2019,"atlantic_cod_gb_both",1.7115,"maximum intensity","degrees C","Atlantic cod gb both"
2019,"atlantic_cod_gb_both",1.6159,"maximum intensity","degrees C","Atlantic cod gb both"
2020,"atlantic_cod_gb_both",2.507,"maximum intensity","degrees C","Atlantic cod gb both"
2020,"atlantic_cod_gb_both",1.8052,"maximum intensity","degrees C","Atlantic cod gb both"
2020,"atlantic_cod_gb_both",3.1978,"maximum intensity","degrees C","Atlantic cod gb both"
2020,"atlantic_cod_gb_both",4.2585,"maximum intensity","degrees C","Atlantic cod gb both"
2020,"atlantic_cod_gb_both",2.6969,"maximum intensity","degrees C","Atlantic cod gb both"
2020,"atlantic_cod_gb_both",2.592,"maximum intensity","degrees C","Atlantic cod gb both"
2020,"atlantic_cod_gb_both",2.9182,"maximum intensity","degrees C","Atlantic cod gb both"
