"Time","stock_id","Value","Var","Units","Pattern_check"
2005,"bluefish_fall",2.1401,"maximum intensity","degrees C","Bluefish fall"
2005,"bluefish_fall",2.1902,"maximum intensity","degrees C","Bluefish fall"
2005,"bluefish_fall",2.0913,"maximum intensity","degrees C","Bluefish fall"
2006,"bluefish_fall",2.0507,"maximum intensity","degrees C","Bluefish fall"
2006,"bluefish_fall",1.8694,"maximum intensity","degrees C","Bluefish fall"
2006,"bluefish_fall",2.1974,"maximum intensity","degrees C","Bluefish fall"
2006,"bluefish_fall",1.6798,"maximum intensity","degrees C","Bluefish fall"
2006,"bluefish_fall",3.624,"maximum intensity","degrees C","Bluefish fall"
2007,"bluefish_fall",1.9551,"maximum intensity","degrees C","Bluefish fall"
2007,"bluefish_fall",1.5267,"maximum intensity","degrees C","Bluefish fall"
2007,"bluefish_fall",3.1967,"maximum intensity","degrees C","Bluefish fall"
2008,"bluefish_fall",1.8893,"maximum intensity","degrees C","Bluefish fall"
2008,"bluefish_fall",2.3329,"maximum intensity","degrees C","Bluefish fall"
2008,"bluefish_fall",2.9746,"maximum intensity","degrees C","Bluefish fall"
2009,"bluefish_fall",2.3117,"maximum intensity","degrees C","Bluefish fall"
2010,"bluefish_fall",2.1872,"maximum intensity","degrees C","Bluefish fall"
2010,"bluefish_fall",1.8063,"maximum intensity","degrees C","Bluefish fall"
2010,"bluefish_fall",2.9364,"maximum intensity","degrees C","Bluefish fall"
2010,"bluefish_fall",3.341,"maximum intensity","degrees C","Bluefish fall"
2010,"bluefish_fall",3.5681,"maximum intensity","degrees C","Bluefish fall"
2010,"bluefish_fall",2.0884,"maximum intensity","degrees C","Bluefish fall"
2010,"bluefish_fall",2.1272,"maximum intensity","degrees C","Bluefish fall"
2010,"bluefish_fall",1.7529,"maximum intensity","degrees C","Bluefish fall"
2011,"bluefish_fall",4.0844,"maximum intensity","degrees C","Bluefish fall"
2011,"bluefish_fall",2.05,"maximum intensity","degrees C","Bluefish fall"
2011,"bluefish_fall",2.0301,"maximum intensity","degrees C","Bluefish fall"
2011,"bluefish_fall",1.6767,"maximum intensity","degrees C","Bluefish fall"
2011,"bluefish_fall",2.2184,"maximum intensity","degrees C","Bluefish fall"
2011,"bluefish_fall",1.8861,"maximum intensity","degrees C","Bluefish fall"
2011,"bluefish_fall",1.6749,"maximum intensity","degrees C","Bluefish fall"
2012,"bluefish_fall",5.6009,"maximum intensity","degrees C","Bluefish fall"
2012,"bluefish_fall",3.6787,"maximum intensity","degrees C","Bluefish fall"
2012,"bluefish_fall",2.2471,"maximum intensity","degrees C","Bluefish fall"
2014,"bluefish_fall",2.3054,"maximum intensity","degrees C","Bluefish fall"
2014,"bluefish_fall",2.1574,"maximum intensity","degrees C","Bluefish fall"
2014,"bluefish_fall",2.7606,"maximum intensity","degrees C","Bluefish fall"
2014,"bluefish_fall",2.0728,"maximum intensity","degrees C","Bluefish fall"
2015,"bluefish_fall",2.2552,"maximum intensity","degrees C","Bluefish fall"
2015,"bluefish_fall",1.6049,"maximum intensity","degrees C","Bluefish fall"
2015,"bluefish_fall",1.9662,"maximum intensity","degrees C","Bluefish fall"
2015,"bluefish_fall",3.0461,"maximum intensity","degrees C","Bluefish fall"
2015,"bluefish_fall",1.3293,"maximum intensity","degrees C","Bluefish fall"
2015,"bluefish_fall",4.0904,"maximum intensity","degrees C","Bluefish fall"
2016,"bluefish_fall",2.0704,"maximum intensity","degrees C","Bluefish fall"
2016,"bluefish_fall",1.6805,"maximum intensity","degrees C","Bluefish fall"
2016,"bluefish_fall",2.4239,"maximum intensity","degrees C","Bluefish fall"
2016,"bluefish_fall",2.455,"maximum intensity","degrees C","Bluefish fall"
2016,"bluefish_fall",2.0904,"maximum intensity","degrees C","Bluefish fall"
2016,"bluefish_fall",2.7136,"maximum intensity","degrees C","Bluefish fall"
2016,"bluefish_fall",2.6586,"maximum intensity","degrees C","Bluefish fall"
2016,"bluefish_fall",2.2021,"maximum intensity","degrees C","Bluefish fall"
2017,"bluefish_fall",2.0161,"maximum intensity","degrees C","Bluefish fall"
2017,"bluefish_fall",2.1557,"maximum intensity","degrees C","Bluefish fall"
2017,"bluefish_fall",2.3976,"maximum intensity","degrees C","Bluefish fall"
2017,"bluefish_fall",1.7113,"maximum intensity","degrees C","Bluefish fall"
2017,"bluefish_fall",1.566,"maximum intensity","degrees C","Bluefish fall"
2017,"bluefish_fall",2.969,"maximum intensity","degrees C","Bluefish fall"
2018,"bluefish_fall",2.1366,"maximum intensity","degrees C","Bluefish fall"
2018,"bluefish_fall",2.165,"maximum intensity","degrees C","Bluefish fall"
2018,"bluefish_fall",4.2458,"maximum intensity","degrees C","Bluefish fall"
2018,"bluefish_fall",2.4839,"maximum intensity","degrees C","Bluefish fall"
2018,"bluefish_fall",3.7262,"maximum intensity","degrees C","Bluefish fall"
2019,"bluefish_fall",2.4823,"maximum intensity","degrees C","Bluefish fall"
2019,"bluefish_fall",3.1207,"maximum intensity","degrees C","Bluefish fall"
2019,"bluefish_fall",3.0096,"maximum intensity","degrees C","Bluefish fall"
2019,"bluefish_fall",1.8812,"maximum intensity","degrees C","Bluefish fall"
2019,"bluefish_fall",2.6824,"maximum intensity","degrees C","Bluefish fall"
2020,"bluefish_fall",1.9902,"maximum intensity","degrees C","Bluefish fall"
2020,"bluefish_fall",2.1534,"maximum intensity","degrees C","Bluefish fall"
2020,"bluefish_fall",2.6505,"maximum intensity","degrees C","Bluefish fall"
2020,"bluefish_fall",3.1343,"maximum intensity","degrees C","Bluefish fall"
2020,"bluefish_fall",2.4123,"maximum intensity","degrees C","Bluefish fall"
2020,"bluefish_fall",1.9219,"maximum intensity","degrees C","Bluefish fall"
2020,"bluefish_fall",2.4176,"maximum intensity","degrees C","Bluefish fall"
